product_id,category_id,category_code,brand
5657303,1487580013950664960,,
37449,1487580010125459456,,runail
5843639,1487580005092295424,,f.o.x
5841293,1487580008145748992,,irisk
5735080,1487580010125459456,,irisk
5907874,1487580007675986944,,
5908239,1487580007675986944,,
41963,1487580010125459456,,
5859336,1487580007675986944,,
5906116,1487580007675986944,,bpw.style
4640,1487580011157258240,,runail
4554,1487580010796548096,,runail
4607,1487580010796548096,,runail
10091,1487580012759482624,furniture.bathroom.bath,
5817680,1487580005092295424,,
4870,1487580010796548096,,runail
4820,1487580010796548096,,runail
5843642,1487580005092295424,,f.o.x
4689,1487580010796548096,,runail
5550700,1487580008145748992,,
5686079,1487580008145748992,,
5763238,1487580010125459456,,uno
5597376,1487580005411062528,,cnd
5885379,1487580007675986944,,bpw.style
5733776,1487580005050352384,,haruyama
5907873,1487580007675986944,,
5877603,1487580007675986944,,bpw.style
5810673,1487580013069861120,,italwax
5889902,1487580007675986944,,
4768,1487580010796548096,,runail
5674744,1487580005595611904,,
4600,1487580010796548096,,runail
5587760,1487580006317032448,,irisk
5820776,1487580006317032448,,
5587768,1487580006317032448,,irisk
5907837,1487580007675986944,,
5820777,1487580006317032448,,
5848200,1487580007675986944,,freedecor
5907852,1487580007675986944,,
5884234,1487580007675986944,,
5833332,1487580007675986944,,bpw.style
5870111,1487580006317032448,,
5550162,1487580010125459456,,orly
5762834,1783999071325782016,,
5691022,1487580005268456192,,lianail
5561044,1487580005595611904,,
5628029,1487580010100293632,,
5859273,1487580013413794048,,almea
5843571,1783999071199952896,,
5833322,1487580007675986944,,bpw.style
5739901,1487580010125459456,,milv
5843567,1783999071199952896,,
5900282,1487580007675986944,,freedecor
5642358,1487580010100293632,,
5848406,1487580007675986944,,freedecor
5643941,1487580010100293632,,
5843577,1783999071199952896,,
5908201,1487580007675986944,,
5904330,1487580007675986944,,
5877387,1487580005671109376,,masura
5885416,1487580005092295424,,grattol
5643943,1487580010100293632,,
5736351,1487580005050352384,,haruyama
5807866,1487580009471148032,,irisk
5843573,1783999071199952896,,
5745715,1487580008246412288,,kapous
5858606,1487580007675986944,,
5855332,2193074740552270592,,
5848418,1487580007675986944,,freedecor
5848417,1487580007675986944,,freedecor
5843557,1783999071199952896,,
5854897,1487580009445982208,,irisk
4497,2195085258272014592,,runail
5742927,1487580006317032448,,yoko
5692914,1487580006962955264,,lianail
5870987,1487580008800059392,,masura
5896457,1487580007675986944,,milv
5854288,1487580010125459456,,orly
5904751,1487580007675986944,,
5887965,1487580013388628224,,
5877601,1487580007675986944,,bpw.style
5848198,1487580007675986944,,freedecor
5870865,1487580007675986944,,milv
5848430,1487580007675986944,,freedecor
5809261,1487580007675986944,,bpw.style
39956,1487580010125459456,,
5734586,1487580005050352384,,haruyama
5811642,1487580010872045568,,irisk
5833327,1487580007675986944,,bpw.style
5601887,1487580005713052416,,ingarden
5785144,1487580013950664960,,runail
5858911,1783999071199952896,,
5877597,1487580007675986944,,bpw.style
5797787,1638456119066100480,,pole
5697350,1487580013430571264,,irisk
5870867,1487580007675986944,,milv
5308,1487580010125459456,,cnd
5797786,1638456119066100480,,pole
5885415,1487580005092295424,,grattol
5797788,1638456119066100480,,pole
5778930,1487580005092295424,,f.o.x
5728072,1487580009177546752,,runail
5777440,1487580008246412288,,lakme
5895883,1487580005754995456,,
5918,2196456817758831616,,runail
5870372,1487580007675986944,,
5760529,1487580011585077248,,
5859327,1487580007675986944,,
5639735,1487580005595611904,,
5687470,1487580008145748992,,
5862324,1487580007675986944,,freedecor
5906103,1487580007675986944,,bpw.style
5866164,1487580007675986944,,
5904302,1487580007675986944,,
5792799,1487580013069861120,,italwax
5792812,1487580005268456192,,
5212,1487580009311764480,,cnd
5649084,1487580005511725824,,
5706474,1487580013950664960,,
5773346,1487580005134238464,,runail
5686226,1487580009471148032,,
5877610,1487580007675986944,,bpw.style
5756097,1526733091857498624,,
5889907,1487580007675986944,,
5778931,1487580005092295424,,f.o.x
5907864,1487580007675986944,,
5904500,1487580007675986944,,
5904789,1487580007675986944,,
5699770,1487580004882580224,,
5845196,1487580005671109376,,masura
5899367,1487580013950664960,,
4938,1487580008187692032,,runail
5728186,1487580014009385216,,
5820781,1487580006317032448,,
5907854,1487580007675986944,,
5848332,1487580007675986944,,freedecor
5902103,1487580007675986944,,
5256,1487580009286598656,,cnd
5887004,1487580006317032448,,
5873616,1487580009471148032,,
5649244,1487580005511725824,,
5725945,1487580010645553152,,
5887014,1487580006317032448,,
5899364,1487580007675986944,,
5862268,1487580007675986944,,freedecor
5903958,1487580007675986944,,
5904288,1487580007675986944,,
5302,1487580010100293632,,cnd
4967,1487580008187692032,,runail
5848898,1487580007675986944,,bpw.style
5885385,1487580007675986944,,bpw.style
5884257,1487580007675986944,,de.lux
5695642,1487580013841613056,,
5820072,1487580013749338368,,concept
5903723,1487580007675986944,,
5900630,1487580007675986944,,freedecor
4997,1487580008187692032,,runail
5848340,1487580007675986944,,freedecor
5734497,1487580005050352384,,haruyama
6500,1487580008187692032,,runail
5901661,1487580007675986944,,freedecor
5848412,1487580007675986944,,freedecor
5904736,1487580007675986944,,
4905,1487580009471148032,,runail
5313,1487580012683985152,,cnd
5837126,1487580012969197824,,
5904498,1487580007675986944,,
5907876,1487580007675986944,,
5815662,1487580006317032448,,
5907866,1487580007675986944,,
5908189,1487580007675986944,,
5907841,1487580007675986944,,
5678163,1487580005754995456,,
5830937,1487580005092295424,,
5807747,1487580008187692032,,
42184,1487580009445982208,,runail
5734757,1487580012096782592,,
5817702,1487580009496313856,,
5774211,1487580008657454080,,
39918,1487580008657454080,,
5907839,1487580007675986944,,
5904796,1487580007675986944,,
5904802,1487580007675986944,,
5904753,1487580007675986944,,
5649272,1487580013749338368,,concept
5759997,1487580005713052416,,ingarden
5769877,1487580013841613056,,kapous
5650627,1487580008263189504,,concept
5787135,1487580009445982208,,
5836492,2151191071051219712,,nagaraku
5836493,2151191071051219712,,nagaraku
5836494,2151191071051219712,,nagaraku
5836495,2151191071051219712,,nagaraku
5836500,2151191071051219712,,nagaraku
5836501,2151191071051219712,,nagaraku
5836504,2151191071051219712,,nagaraku
5836519,2151191071118328576,,nagaraku
5836527,1487580013522845952,,nagaraku
5841090,1487580013950664960,,
5763416,1487580010821713920,,ingarden
5865168,1487580012121948416,,beautix
5805909,1487580012642042112,,
5904704,1487580007675986944,,
5904365,1487580007675986944,,
5904366,1487580007675986944,,
5831615,1487580005268456192,,
5816177,1602943681873052416,,grattol
5836841,1487580007852147712,,pnb
5723225,1487580009445982208,,
5657781,1487580009143992320,,bodyton
5904367,1487580007675986944,,
5904292,1487580007675986944,,
5759240,1487580009605365760,,irisk
5904291,1487580007675986944,,
5904279,1487580007675986944,,
5904276,1487580007675986944,,
5542,1752742615205281792,,ingarden
5700867,1487580009445982208,,irisk
5815633,1487580006962955264,,rosi
5766980,1487580013053083904,stationery.cartrige,italwax
5856945,2140803113261466624,,staleks
5811342,1487580007852147712,,staleks
41392,1487580008145748992,,masura
5696149,1487580005134238464,,runail
5528035,1487580005553668864,,
5904273,1487580007675986944,,
5696173,1487580005134238464,,runail
5904274,1487580007675986944,,
5853627,1487580006317032448,,
5904275,1487580007675986944,,
5816178,1602943681873052416,,grattol
5877490,1487580007675986944,,freedecor
5628027,1487580009387261952,,
5536916,1487580011283087360,,runail
5739122,1783999067156644352,,kapous
5681705,1487580010628775936,,
5843547,1487580010628775936,,
5843548,1487580010628775936,,
5843549,1487580010628775936,,
5826711,1487580008187692032,,
5745714,1487580012927254784,,italwax
5819635,1487580008162526208,,
5877454,1487580006300255232,,jessnail
5739124,1487580008246412288,,kapous
5830632,1891434351850160384,,petitfee
5670337,1752742615205281792,,
5568210,1487580005754995456,,
5904252,1487580007675986944,,
5877493,1487580007675986944,,freedecor
5823968,1487580009387261952,,
5903996,1487580007675986944,,
5903993,1487580007675986944,,
5786549,1715102773747384320,,italwax
5903978,1487580007675986944,,
5903964,1487580007675986944,,
5766982,1487580013069861120,,italwax
5903955,1487580007675986944,,
5843949,1487580008313521152,,
5903954,1487580007675986944,,
5903942,1487580007675986944,,
5903940,1487580007675986944,,
5903797,1487580007675986944,,
5304,1487580009471148032,,runail
5903770,1487580007675986944,,
5790561,1487580011585077248,,
5903762,1487580007675986944,,
5816170,1602943681873052416,,grattol
3774,1487580005411062528,,cnd
5885597,1487580006350586880,appliances.environment.vacuum,polarus
5859470,1487580005671109376,,masura
5903750,1487580007675986944,,
5826000,1487580005092295424,,lianail
5854832,1602943681873052416,,grattol
5627740,1487580007634043904,,ingarden
5765144,1487580004857414400,,lianail
5698369,1487580009605365760,,irisk
5775410,1487580004857414400,,lianail
5692613,1487580009471148032,,staleks
5854903,1487580013522845952,,irisk
5627748,1487580007634043904,,ingarden
5835915,1487580004857414400,,lianail
5854814,1602943681873052416,,grattol
5802134,1487580004857414400,,lianail
5813146,1487580004857414400,,lianail
5692279,1487580004857414400,,lianail
5835916,1487580004857414400,,lianail
5835923,1487580004857414400,,lianail
5775409,1487580004857414400,,lianail
5885594,1487580006350586880,appliances.environment.vacuum,polarus
5835917,1487580004857414400,,lianail
5621739,1487580009605365760,,
5765145,1487580004857414400,,lianail
5775411,1487580004857414400,,lianail
37627,1487580005411062528,,cnd
5835920,1487580004857414400,,lianail
5885595,1487580006350586880,appliances.environment.vacuum,polarus
5775408,1487580004857414400,,lianail
5786770,1487580004857414400,,lianail
5813147,1487580004857414400,,lianail
5736061,1487580009605365760,,
6626,1487580009445982208,,runail
5333,1487580010100293632,,cnd
5820779,1487580006317032448,,
5820783,1487580006317032448,,
5820785,1487580006317032448,,
5820787,1487580006317032448,,
5774248,2193074740619379456,furniture.living_room.cabinet,
5798928,1783999068909863680,,zinger
5881766,1487580010628775936,,
5610854,1487580009471148032,,runail
5893835,1487580005671109376,,masura
5882605,1487580013522845952,,lovely
5670333,2195085255176617984,,
5705002,1487580006551913472,,irisk
5750301,1487580005713052416,,ingarden
5774857,1487580005671109376,,masura
5784982,2195085255034011648,,severina
5809280,1487580007675986944,,bpw.style
5790563,1487580008263189504,,
5870618,1487580010628775936,,
5770385,1487580013069861120,,italwax
5884342,1487580010628775936,,oniq
5893714,1487580013229244672,,
5695944,1487580007575323648,,
5885829,1487580013254410496,,provoc
5828610,1487580009227878400,,solomeya
5695950,1487580007575323648,,
5561284,1487580009605365760,,runail
5695951,1487580007575323648,,
5773606,1487580006317032448,,irisk
5894125,1487580013229244672,,
5803695,1487580011702517760,,
5571134,1487580010125459456,,
5816166,1602943681873052416,,grattol
5888096,1487580013388628224,,shik
5825537,1783999064170299648,,
5835924,1487580009471148032,,irisk
5695952,1487580007575323648,,
5859402,1487580005671109376,,masura
5867041,1783999064136745216,,de.lux
5657304,1487580013950664960,,
5839667,1487580005671109376,,masura
5716844,1487580013950664960,,
5744200,1487580012574933248,,
5699794,1487580011383750656,,runail
5655255,1487580005595611904,,
5749145,1487580007592100864,,
5881425,1487580013522845952,,lovely
5850466,1783999072332415232,,bioaqua
5703538,1487580013145358592,,art-visage
5803689,1783999072332415232,,
5810078,1487580005427839744,,irisk
5710094,1487580009311764480,,
5815137,1487580005461394176,,bluesky
5885376,1487580007675986944,,bpw.style
5895616,1487580005427839744,,irisk
5748205,1487580013069861120,,italwax
5882393,1783999068909863680,,zinger
37504,1487580009471148032,,refectocil
5550016,1487580005595611904,,
5867106,1487580010125459456,,domix
5881873,2106514244487873024,,freshbubble
5744419,1487580009521479680,,
5760763,1487580005134238464,,runail
5556134,1487580011853512960,,
5891507,1487580009202712576,,
5681609,1487580005511725824,,
5809871,1605161575889502208,,grattol
5800299,1487580005855658752,,ingarden
5670733,2196456817641391104,,
5881920,2106514244437541376,,freshbubble
5822650,1487580005553668864,,
5884247,1487580005092295424,,
5698608,1487580005713052416,,ingarden
5892179,1487580013950664960,,
5813141,1487580004857414400,,lianail
5835921,1487580004857414400,,lianail
5889300,1487580007306888192,,
60001,1487580012994363648,,
5844300,1487580013950664960,,
5839286,1937169073007756288,,lovely
5786771,1487580004857414400,,lianail
5861411,1487580011903844608,,elskin
5723513,1487580005134238464,,runail
5887023,1487580013145358592,,
5825922,1487580004857414400,,lianail
5887765,1487580013279576320,,
5803516,1783999072332415232,,
5802128,1487580004857414400,,lianail
5786773,1487580004857414400,,lianail
5732039,1487580011970953472,furniture.bathroom.bath,domix
5835922,1487580004857414400,,lianail
5861341,1487580009471148032,,
5775407,1487580004857414400,,lianail
5786768,1487580004857414400,,lianail
5739097,1487580007910867968,,
5825552,1487580005092295424,,
5907857,1487580007675986944,,
5908233,1487580007675986944,,
5907855,1487580007675986944,,
5887026,1487580013145358592,,
5908216,1487580007675986944,,
5907838,1487580007675986944,,
5819114,1487580007675986944,,bpw.style
5528034,1487580005553668864,,
5845267,1783999072332415232,,
5870838,1487580007675986944,,milv
5889482,1487580009622142976,,severina
5851105,1487580007675986944,,freedecor
5851103,1487580007675986944,,freedecor
5802131,1487580004857414400,,lianail
5756367,1487580006962955264,,
5836837,1487580011996119296,,pnb
5839287,1937169073007756288,,lovely
5809211,1487580007675986944,,bpw.style
5798922,1487580007894090752,,staleks
34733,1487580011752849664,,
5859081,1891434214553813760,,pnb
5851104,1487580007675986944,,freedecor
5886339,1487580013296353536,,
5784915,1487580010318397440,,
5852386,1891434214553813760,,ingarden
5802410,1487580004857414400,,lianail
5802408,1487580004857414400,,lianail
5864599,1487580013069861120,,italwax
5802419,1487580004857414400,,lianail
5767378,1487580005268456192,,lianail
5799053,1487580008313521152,,
5809288,1487580007675986944,,bpw.style
5857332,1487580005134238464,,runail
5738762,1783999067156644352,,kapous
5756368,1487580006962955264,,
5700076,1783999072332415232,,
5769912,1487580013841613056,,kapous
5802416,1487580004857414400,,lianail
5844305,1487580006317032448,,
5815634,1842735764509557504,,rosi
5770031,1487580013841613056,,kapous
5885431,1487580005385896704,,
5885434,1487580005385896704,,
5809295,1487580007675986944,,bpw.style
5769899,1487580013841613056,,kapous
5845409,1487580005385896704,,
5824590,1487580005385896704,,
5885442,1487580005385896704,,
5885435,1487580005385896704,,
5800025,1487580005385896704,,
5645062,1487580011383750656,,swarovski
5810084,1487580006350586880,appliances.environment.vacuum,irisk
5800027,1487580005385896704,,
5800024,1487580005385896704,,
5854827,1602943681873052416,,grattol
5769898,1487580013841613056,,kapous
5850320,1487580005754995456,,
5867617,1487580004916134656,,
5779238,1487580004916134656,,
6186,1487580011098537984,,runail
5907836,1487580007675986944,,
5859217,1487580013388628224,,
5752164,1487580005092295424,,
5852388,1891434214553813760,,ingarden
5845327,1487580005268456192,,
30194,1487580010922377216,,runail
82253,1487580007717929984,,
5696152,1487580005134238464,,runail
5852385,1891434214553813760,,ingarden
5770042,1487580013841613056,,kapous
5730402,1487580009496313856,,
5770040,1487580013841613056,,kapous
5549842,1487580005268456192,,
5677456,1487580008263189504,,estel
5844303,1487580006317032448,,
5856773,1487580008313521152,,
5600451,1487580008145748992,,roubloff
5659680,1487580007717929984,,airnails
5661275,1487580006317032448,,
5677426,1487580009143992320,,estel
5570736,1487580005268456192,,
5773605,1487580006317032448,,irisk
5661276,1487580006317032448,,
5760789,1487580005134238464,,runail
5705001,1487580006551913472,,irisk
5899831,2115334439910245120,,
5823646,1487580004916134656,,
5661277,1487580006317032448,,
5704995,1487580008145748992,,irisk
5764750,1487580004916134656,,
5723518,1487580005134238464,,runail
5661283,1487580006317032448,,
5862559,1487580008145748992,,roubloff
5661284,1487580006317032448,,
5649219,1487580005268456192,,
5770135,1487580010645553152,,kosmekka
5723462,1487580010922377216,,
5661292,1487580006317032448,,
5723488,1487580005134238464,,runail
47610,1487580007717929984,,
5895635,1487580008145748992,,oniq
5677236,1487580009143992320,,estel
5677604,1487580010100293632,,
5692917,1487580004857414400,,lianail
5680395,1487580006317032448,,
5876207,1487580004857414400,,lianail
5745313,1487580010628775936,,
5873234,1487580004857414400,,lianail
5894924,1487580004857414400,,lianail
5699800,1487580005268456192,,runail
5803696,1783999072332415232,,
5820751,1487580006317032448,,
5829375,1487580008145748992,,
5654961,1487580007952811008,,metzger
5696867,1487580009286598656,,irisk
5803684,1783999072332415232,,
5614833,1487580005411062528,,cnd
5773372,1487580005134238464,,runail
5848192,1487580007675986944,,freedecor
5745355,1487580010360340480,,
5838656,1783999072332415232,,
5908215,1487580007675986944,,
5714118,1487580009521479680,,irisk
5894923,1487580004857414400,,lianail
5825016,1487580013229244672,,
5650431,1487580007952811008,,metzger
5773369,1487580005134238464,,runail
5859205,1487580009496313856,,
5800963,1487580005553668864,,
5902887,1487580007675986944,,
5864544,1783999072332415232,,
5800966,1487580005553668864,,
5813493,1487580005553668864,,
5800788,1487580007256556544,,
5800965,1487580005553668864,,
5661295,1487580009051717632,,
5810144,1487580006317032448,,irisk
5814831,1487580005134238464,,runail
5830219,1783999072332415232,,bergamo
5829309,1487580008145748992,,
5792824,1487580009177546752,,runail
5820721,1487580006317032448,,
5754149,1487580007936033792,,yoko
5899845,2115334439910245120,,
5661285,1487580006317032448,,
5857313,1487580005134238464,,runail
5757293,1487580010100293632,,
5839313,1487580007256556544,,lovely
5691024,1487580005268456192,,lianail
5881423,1487580007256556544,,lovely
5899834,2115334439910245120,,
5845343,1487580004916134656,,
5838240,1487580004857414400,,lianail
5846839,1487580004857414400,,lianail
5846830,1487580004857414400,,lianail
5811771,1605161575889502208,,pnb
5842840,1897124478404526592,,lianail
5896788,1783999068909863680,,staleks
5570742,1487580009496313856,,
5864585,1783999072332415232,,
5773603,1487580006317032448,,irisk
59892,1487580007634043904,,runail
5864578,1783999072332415232,,
5868410,1487580008984608768,,solomeya
5773604,1487580006317032448,,irisk
5877795,1487580009051717632,,
5834733,1487580011476025344,,
5698887,1487580006317032448,,
5864584,1783999072332415232,,
5773608,1487580006317032448,,irisk
5865798,1487580011383750656,,
5841722,1487580008187692032,,
5561052,1487580005595611904,,
5904491,1487580007675986944,,
5899841,2115334439910245120,,
5899833,2115334439910245120,,
5773609,1487580006317032448,,irisk
5755162,1487580005268456192,,
5899930,2115334439910245120,,
5907816,1597770225539875840,,domix
5770388,1783999072332415232,,
5839314,1487580007256556544,,lovely
5805751,1487580005411062528,,cnd
5817926,1783999063314661632,,
5809826,1487580009286598656,,
5759347,1487580012021285120,,milv
5853709,1487580009286598656,,runail
5849674,1487580013841613056,,keen
5698879,1487580006317032448,,
5683738,1487580005595611904,,
5828210,1487580009286598656,,solomeya
5897541,1487580009286598656,,
5854371,1783999072332415232,,
5753479,1487580013069861120,,italwax
5775987,1783999063314661632,,
5875389,2084144451428549120,,
5859189,1487580009605365760,,
5664658,1487580011383750656,,
5853128,1487580008246412288,,
5853127,1487580008263189504,,
5802446,1487580005855658752,,
5689712,1487580004857414400,,lianail
5834752,1487580004857414400,,lianail
5838225,1487580004857414400,,lianail
5798930,1783999068909863680,,zinger
5853121,1487580008263189504,,
5706478,1487580012096782592,,ingarden
5905193,1487580005268456192,,
